uid,type,CATUTTC,addressPostCode,addressAdminUnitL1,addressAdminUnitL2,addressAdminUnitL3,addressAdminUnitL4,addressPostName,addressPostDistrict,addressThoroughfare,addressLocatorDesignator,addressLocatorBuilding,addressDescription,lat,lon,balanceHolderName,balanceHolderId,elements,area,startDate,inventoryDate,inventoryOrgName,inventoryOrgId,passport,plan
109-211,дитячий,UA80000000001078669,01054,Україна,місто Київ,null,null,Київ,Шевченківський,вул. М. Коцюбинського,6,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Гірка, пісочниця, шведська стінка",54.00,2008-01-01,2026-07-30,співвласники багатоквартирного будинку,null,null,null
109-212,дитячий,UA80000000001078669,01054,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Пирогова,2,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Ігровий комплекс, карусель, гойдалка-2 шт.пісочниця,",729.00,2008-01-01,2026-07-31,співвласники багатоквартирного будинку,null,null,null
109-213,дитячий,UA80000000001078669,04053,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Рейтарська,31/16,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Ігровий комплекс, гойдалка, пісочниця, балансир. баскетбольний щит",48.00,1992-01-01,2026-08-01,співвласники багатоквартирного будинку,null,null,null
109-214,дитячий,UA80000000001078669,01032,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Саксаганського,92,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Гірка, гойдалка-2 шт. турнік- 2 шт, переклажина- 2 шт.шведська стінка, спортивний комплекс",180.00,2011-01-01,2026-08-02,співвласники багатоквартирного будинку,null,null,null
109-215,дитячий,UA80000000001078669,01032,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Саксаганського,117,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Гойдалка,",80.00,2005-01-01,2026-08-03,співвласники багатоквартирного будинку,null,null,null
109-216,дитячий,UA80000000001078669,01032,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Саксаганського,118,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Спортивний комплекс, барабан, драбина, лава-3шт. Колода-2 шт.",100.00,2003-01-01,2026-08-04,співвласники багатоквартирного будинку,null,null,null
109-217,дитячий,UA80000000001078669,01054,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Саксаганського,127,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Шведська стіна- 3 шт. гірка, брусся, турнік, гойдалка-2 шт.",120.00,2008-01-01,2026-08-05,співвласники багатоквартирного будинку,null,null,null
109-218,дитячий,UA80000000001078669,01054,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Хмельницького Б,74,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Гойдалка, лава- 2 шт./ кільця- 2 шт., рукохід,",166.00,1994-01-01,2026-08-06,співвласники багатоквартирного будинку,null,null,null
109-219,дитячий,UA80000000001078669,01054,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Хмельницького Б,94,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Гірка, пісочниця, шведська стінка",315.00,2008-01-01,2026-08-07,співвласники багатоквартирного будинку,null,null,null
109-220,дитячий,UA80000000001078669,01054,Україна,місто Київ,null,null,Київ,Шевченківський,вул. І. Франка,8/10,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Пісочниця 1, балансир 1,гірка 1, лава 1, пруж.балансир 1",120.00,2019-01-01,2026-08-08,співвласники багатоквартирного будинку,null,null,null
109-221,дитячий,UA80000000001078669,01054,Україна,місто Київ,null,null,Київ,Шевченківський,вул. І. Франка,16/2 (12),null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Гірка-2, пісочниця-1, лава-2, гойдалка-2",252.00,2020-01-01,2026-08-09,співвласники багатоквартирного будинку,null,null,null
109-222,дитячий,UA80000000001078669,01054,Україна,місто Київ,null,null,Київ,Шевченківський,вул. І. Франка,22/24,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Гірка-1, гойдалка-2, пісочниця-1, лава-3, карусель-1, качеля-1",108.00,2011-01-01,2026-08-10,співвласники багатоквартирного будинку,null,null,null
109-223,дитячий,UA80000000001078669,01054,Україна,місто Київ,null,null,Київ,Шевченківський,вул. І. Франка,24-А,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Лава-5, качеля-2, гойдалка-2, пісочниця-1, ігровий комплекс-1",288.00,2008-01-01,2026-08-11,співвласники багатоквартирного будинку,null,null,null
109-224,дитячий,UA80000000001078669,01054,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Ярославів Вал,19,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Гойдалка-1, драбина-2, качеля-1, гірка-1, лава-3",398.00,2015-01-01,2026-08-12,співвласники багатоквартирного будинку,null,null,null
109-225,дитячий,UA80000000001078669,01054,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Ярославів Вал,21-Є,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Пісочниця-1, гойдалка-1, лава-4",216.00,2008-01-01,2026-08-13,співвласники багатоквартирного будинку,null,null,null
109-226,дитячий,UA80000000001078669,04112,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Теліги,3,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Гірка-1, гойдалка-1, лава-4",179.00,2020-01-01,2026-08-14,співвласники багатоквартирного будинку,null,null,null
109-227,дитячий,UA80000000001078669,04112,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Теліги,7/9,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Качеля-1, гойдалка-1, ігровий комплекс-1, лава-3",144.00,2020-01-01,2026-08-15,співвласники багатоквартирного будинку,null,null,null
109-228,дитячий,UA80000000001078669,04112,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Теліги,11,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Ігровий комплекс-1, пісочниця-1, качеля-1, гойдалка-2, балансир-1, лава-3",600.00,1995-01-01,2026-08-16,співвласники багатоквартирного будинку,null,null,null
109-229,дитячий,UA80000000001078669,04112,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Дорогожицька,17,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Ігровий комплекс-1, спортивний комплекс-1, пісочниця-1, качеля-1, гойдалка-2, драбина-1, лава-2",170.00,1995-01-01,2026-08-17,співвласники багатоквартирного будинку,null,null,null
109-230,дитячий,UA80000000001078669,04112,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Парково-Сирецька,3-А,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Пісочниця 1, балансир 1,гірка 1, лава 1, пруж.балансир 1",91.00,2004-01-01,2026-08-18,співвласники багатоквартирного будинку,null,null,null
109-231,дитячий,UA80000000001078669,04112,Україна,місто Київ,null,null,Київ,Шевченківський,"вул. Парково-Сирецька, вул. Гонти","11, 3",null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Гірка-2, пісочниця-1, лава-2, гойдалка-2",178.00,2006-01-01,2026-08-19,співвласники багатоквартирного будинку,null,null,null
109-232,дитячий,UA80000000001078669,04112,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Парково-Сирецька,5-А/5-Б,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Гірка-1, гойдалка-2, пісочниця-1, лава-3, карусель-1, качеля-1",420.00,1996-01-01,2026-08-20,співвласники багатоквартирного будинку,null,null,null
109-233,дитячий,UA80000000001078669,04112,Україна,місто Київ,null,null,Київ,Шевченківський,пров. Артилерійський,1,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Лава-5, качеля-2, гойдалка-2, пісочниця-1, ігровий комплекс-1",224.00,2018-01-01,2026-08-21,співвласники багатоквартирного будинку,null,null,null
109-234,дитячий,UA80000000001078669,04112,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Табірна,40/42,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Гойдалка-1, драбина-2, качеля-1, гірка-1, лава-3",650.00,2013-01-01,2026-08-22,співвласники багатоквартирного будинку,null,null,null
109-235,дитячий,UA80000000001078669,04112,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Теліги,3-В,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Пісочниця-1, гойдалка-1, лава-4",158.00,2021-01-01,2026-08-23,співвласники багатоквартирного будинку,null,null,null
109-236,дитячий,UA80000000001078669,03113,Україна,місто Київ,null,null,Київ,Шевченківський,просп. Берестейський,74,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Гірка-1, гойдалка-1, лава-4",91.00,1994-01-01,2026-08-24,співвласники багатоквартирного будинку,null,null,null
109-237,дитячий,UA80000000001078669,04112,Україна,місто Київ,null,null,Київ,Шевченківський,просп. Берестейський,68-А,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Качеля-1, гойдалка-1, ігровий комплекс-1, лава-3",300.00,1999-01-01,2026-08-25,співвласники багатоквартирного будинку,null,null,null
109-238,дитячий,UA80000000001078669,03113,Україна,місто Київ,null,null,Київ,Шевченківський,просп. Берестейський,66,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Ігровий комплекс-1, пісочниця-1, качеля-1, гойдалка-2, балансир-1, лава-3",234.00,2011-01-01,2026-08-26,співвласники багатоквартирного будинку,null,null,null
109-239,дитячий,UA80000000001078669,03113,Україна,місто Київ,null,null,Київ,Шевченківський,просп. Берестейський,60,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Ігровий комплекс-1, спортивний комплекс-1, пісочниця-1, качеля-1, гойдалка-2, драбина-1, лава-2",1478.00,2016-01-01,2026-08-27,співвласники багатоквартирного будинку,null,null,null
109-240,дитячий,UA80000000001078669,03113,Україна,місто Київ,null,null,Київ,Шевченківський,просп. Берестейський,58,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Ігровий комплекс-1, гойдалка-1, качеля-2, карусель-1, пісочниця-1, лава-2",130.00,1996-01-01,2026-08-28,співвласники багатоквартирного будинку,null,null,null
109-241,дитячий,UA80000000001078669,03113,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Цедіка,11,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Качеля-1, ігровий комплекс-1, лава-2",84.00,2014-01-01,2026-08-29,співвласники багатоквартирного будинку,null,null,null
109-242,дитячий,UA80000000001078669,03113,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Макуха,3,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Драбина-1, кораблик-1, качеля-2, гірка-1, лава-1",340.00,1995-01-01,2026-08-30,співвласники багатоквартирного будинку,null,null,null
109-243,дитячий,UA80000000001078669,04112,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Сікорського,6,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Ігровий комплекс-1, качеля-1, гойдалка-1, пісочниця-1, лава-2",480.00,2002-01-01,2026-08-31,співвласники багатоквартирного будинку,null,null,null
109-244,дитячий,UA80000000001078669,04112,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Руданського,1-А,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Ігровий комплекс-1, качеля-1, гойдалка-1, пісочниця-1, лава-3, карусель-1",196.00,2020-01-01,2026-09-01,співвласники багатоквартирного будинку,null,null,null
109-245,дитячий,UA80000000001078669,04112,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Руданського,1-Б,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Ігровий комплекс-1, пісочниця-2, лава-4",200.00,2011-01-01,2026-09-02,співвласники багатоквартирного будинку,null,null,null
109-246,дитячий,UA80000000001078669,04112,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Дегтярівська,58,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Качеля-1, гірка-2",933.00,2008-01-01,2026-09-03,співвласники багатоквартирного будинку,null,null,null
109-247,дитячий,UA80000000001078669,04112,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Парково-Сирецька,14,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Карусель-1, гойдалка-1, качеля-1, лава-2",144.00,2015-01-01,2026-09-04,співвласники багатоквартирного будинку,null,null,null
109-248,дитячий,UA80000000001078669,04112,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Парково-Сирецька,12-А,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Ігровий комплекс-1, гойдалка-2, пісочниця-1, дитячий будиночок-1, лава-2",300.00,2011-01-01,2026-09-05,співвласники багатоквартирного будинку,null,null,null
109-249,дитячий,UA80000000001078669,04112,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Парково-Сирецька,12-Г,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Ігровий комплекс-1, гойдалка-2, качеля-2, пісочниця-1, лава-3",192.00,2010-01-01,2026-09-06,співвласники багатоквартирного будинку,null,null,null
109-250,дитячий,UA80000000001078669,04112,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Глаголєвих,5,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Ігровий комплекс-1, гойдалка-1, качеля-2, карусель-1, пісочниця-1, лава-2",100.00,2014-01-01,2026-09-07,співвласники багатоквартирного будинку,null,null,null
109-251,дитячий,UA80000000001078669,04112,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Парково-Сирецька,15,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Качеля-1, ігровий комплекс-1, лава-2",200.00,1997-01-01,2026-09-08,співвласники багатоквартирного будинку,null,null,null
109-252,дитячий,UA80000000001078669,04112,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Новоукраїнська,1/3-А,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Драбина-1, кораблик-1, качеля-2, гірка-1, лава-1",300.00,2011-01-01,2026-09-09,співвласники багатоквартирного будинку,null,null,null
109-253,дитячий,UA80000000001078669,04112,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Ризька,14,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Ігровий комплекс-1, качеля-1, гойдалка-1, пісочниця-1, лава-2",210.00,2020-01-01,2026-09-10,співвласники багатоквартирного будинку,null,null,null
109-254,дитячий,UA80000000001078669,04112,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Ризька,18,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Ігровий комплекс-1, качеля-1, гойдалка-1, пісочниця-1, лава-3, карусель-1",300.00,1991-01-01,2026-09-11,співвласники багатоквартирного будинку,null,null,null
109-255,дитячий,UA80000000001078669,04060,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Щусєва,19/11,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Ігровий комплекс-1, пісочниця-2, лава-4",100.00,2020-01-01,2026-09-12,співвласники багатоквартирного будинку,null,null,null
109-256,дитячий,UA80000000001078669,04060,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Щусєва,3,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Качеля-1, гірка-2",340.00,2010-01-01,2026-09-13,співвласники багатоквартирного будинку,null,null,null
109-257,дитячий,UA80000000001078669,04060,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Щусєва,35,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Карусель-1, гойдалка-1, качеля-1, лава-2",550.00,2011-01-01,2026-09-14,співвласники багатоквартирного будинку,null,null,null
109-258,дитячий,UA80000000001078669,03113,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Капніст,10-А,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Ігровий комплекс-1, гойдалка-2, пісочниця-1, дитячий будиночок-1, лава-2",120.00,2015-01-01,2026-09-15,співвласники багатоквартирного будинку,null,null,null
109-259,дитячий,UA80000000001078669,03113,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Шпака,5,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Ігровий комплекс-1, гойдалка-2, качеля-2, пісочниця-1, лава-3",130.00,1996-01-01,2026-09-16,співвласники багатоквартирного будинку,null,null,null
109-260,дитячий,UA80000000001078669,04112,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Теліги,15,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Ігровий комплекс-1, гойдалка-2, карусель-1, лава-2, пісочниця-1",210.00,1991-01-01,2026-09-17,співвласники багатоквартирного будинку,null,null,null
109-261,дитячий,UA80000000001078669,04112,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Теліги,13/14,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Ігровий комплекс-1, гойдалка-1, карусель-1, лава-2, пісочниця-1, балансир-1",63.00,1994-01-01,2026-09-18,співвласники багатоквартирного будинку,null,null,null
109-262,дитячий,UA80000000001078669,04112,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Дорогожицька,16,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Кораблик-1, гірка-2, драбина-1",342.00,2008-01-01,2026-09-19,співвласники багатоквартирного будинку,null,null,null
109-263,дитячий,UA80000000001078669,04112,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Олешківська,4-6/2,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Гірка-2, лава-2, спортивні сходи-1, карусель-1, качеля-2",247.00,1995-01-01,2026-09-20,співвласники багатоквартирного будинку,null,null,null
109-264,дитячий,UA80000000001078669,03113,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Дегтярівська,43/9,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Ігровий комплекс-1, качеля-1, гойдалка-2, пісочниця-1, лава-3, спортивний комплекс-1",342.00,1998-01-01,2026-09-21,співвласники багатоквартирного будинку,null,null,null
109-265,дитячий,UA80000000001078669,03113,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Дегтярівська,43/1,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Ігровий комплекс-1, качеля-1, гойдалка-1, пісочниця-1, лава-1",225.00,1998-01-01,2026-09-22,співвласники багатоквартирного будинку,null,null,null
109-266,дитячий,UA80000000001078669,03113,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Дегтярівська,45-47,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Ігровий комплекс-1, качеля-1, гойдалка-1, пісочниця-1, лава-1",342.00,1996-01-01,2026-09-23,співвласники багатоквартирного будинку,null,null,null
109-267,дитячий,UA80000000001078669,04112,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Теліги,7-Б,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Ігровий комплекс-1, качеля-1, гойдалка-1, пісочниця-1, лава-4, брус-1",83.00,1998-01-01,2026-09-24,співвласники багатоквартирного будинку,null,null,null
109-268,дитячий,UA80000000001078669,04112,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Гонти,9,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Ігровий комплекс-1, качеля-2, балансир-1, пісочниця-1, лава-2",356.00,1998-01-01,2026-09-25,співвласники багатоквартирного будинку,null,null,null
109-269,дитячий,UA80000000001078669,04112,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Парково-Сирецька,6/8,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Гірка-1, гойдалка-2, лава-1, балансир-1",324.00,1996-01-01,2026-09-26,співвласники багатоквартирного будинку,null,null,null
109-270,дитячий,UA80000000001078669,04060,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Ризька,6/1,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Ігровий комплекс-1, гойдалка-2, карусель-1, лава-2, пісочниця-1",425.00,2013-01-01,2026-09-27,співвласники багатоквартирного будинку,null,null,null
109-271,дитячий,UA80000000001078669,03113,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Дегтярівська,55,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Ігровий комплекс-1, гойдалка-1, карусель-1, лава-2, пісочниця-1, балансир-1",300.00,2013-01-01,2026-09-28,співвласники багатоквартирного будинку,null,null,null
109-272,дитячий,UA80000000001078669,04060,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Ризька,16,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Кораблик-1, гірка-2, драбина-1",450.00,1992-01-01,2026-09-29,співвласники багатоквартирного будинку,null,null,null
109-273,дитячий,UA80000000001078669,04112,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Новоукраїнська,5,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Гірка-2, лава-2, спортивні сходи-1, карусель-1, качеля-2",100.00,2017-01-01,2026-09-30,співвласники багатоквартирного будинку,null,null,null
109-274,дитячий,UA80000000001078669,04060,Україна,місто Київ,null,null,Київ,Шевченківський,вул. О.Ольжича,3,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Ігровий комплекс-1, качеля-1, гойдалка-2, пісочниця-1, лава-3, спортивний комплекс-1",263.00,2004-01-01,2026-10-01,співвласники багатоквартирного будинку,null,null,null
109-275,дитячий,UA80000000001078669,04060,Україна,місто Київ,null,null,Київ,Шевченківський,вул. О.Ольжича,13,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Ігровий комплекс-1, качеля-1, гойдалка-1, пісочниця-1, лава-1",225.00,2003-01-01,2026-10-02,співвласники багатоквартирного будинку,null,null,null
109-276,дитячий,UA80000000001078669,04060,Україна,місто Київ,null,null,Київ,Шевченківський,"вул. Ольжича, вул. Глаголєвих","17-А, 26",null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Ігровий комплекс-1, качеля-1, гойдалка-1, пісочниця-1, лава-1",120.00,1992-01-01,2026-10-03,співвласники багатоквартирного будинку,null,null,null
109-277,дитячий,UA80000000001078669,04060,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Олени Теліги,27-А/27,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Ігровий комплекс-1, качеля-1, гойдалка-1, пісочниця-1, лава-4, брус-1",240.00,1998-01-01,2026-10-04,співвласники багатоквартирного будинку,null,null,null
109-278,дитячий,UA80000000001078669,04060,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Максима Берлінського,31,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Ігровий комплекс-1, качеля-2, балансир-1, пісочниця-1, лава-2",340.00,1995-01-01,2026-10-05,співвласники багатоквартирного будинку,null,null,null
109-279,дитячий,UA80000000001078669,04060,Україна,місто Київ,null,null,Київ,Шевченківський,вул. О.Ольжича,12,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Гірка-1, гойдалка-2, лава-1, балансир-1",130.00,1993-01-01,2026-10-06,співвласники багатоквартирного будинку,null,null,null
109-280,дитячий,UA80000000001078669,04060,Україна,місто Київ,null,null,Київ,Шевченківський,вул. О.Ольжича,10,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Ігрові комплекси, пісочниця, балансир, лави,тенісний стіл,гойдалка",180.00,2000-01-01,2026-10-07,співвласники багатоквартирного будинку,null,null,null
109-281,дитячий,UA80000000001078669,04060,Україна,місто Київ,null,null,Київ,Шевченківський,вул. О.Ольжича,14-Б,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Ігровий комплекс, пісочниця, балансири, лави, карусель, спорт.стінка, тенісний стіл, турнік",240.00,1998-01-01,2026-10-08,співвласники багатоквартирного будинку,null,null,null
109-282,дитячий,UA80000000001078669,04060,Україна,місто Київ,null,null,Київ,Шевченківський,вул. О.Ольжича,23,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Ігровий комплекс, пісочниця, балансир, лави,спорт стінка,гойдалка",435.00,1997-01-01,2026-10-09,співвласники багатоквартирного будинку,null,null,null
109-283,дитячий,UA80000000001078669,04060,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Теліги,35-Б/35-В,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Ігровий комплекс, пісочниця, лави,гірка ,гойдалка",320.00,1998-01-01,2026-10-10,співвласники багатоквартирного будинку,null,null,null
109-284,дитячий,UA80000000001078669,04086,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Ічкерська,18,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Ігровий комплекс, пісочниця, балансир, лави, карусель, гойдалка, гірка, тенісний стіл",332.00,2002-01-01,2026-10-11,співвласники багатоквартирного будинку,null,null,null
109-285,дитячий,UA80000000001078669,04086,Україна,місто Київ,null,null,Київ,Шевченківський,вул. Бакинська,37-А,null,null,null,null,КП «Керуюча компанія з обслуговування житлового фонду Шевченківського району м. Києва»,34966254,"Ігровий комплекс, пісочниця, балансир, лави,попригунчик, гойдалка,гірка",168.00,2005-01-01,2026-10-12,співвласники багатоквартирного будинку,null,null,null
